date,temperature,humidity,irradiance,potential,wind_speed
19500817,21.74,93.23,420.83,2.1557,2.0535
19500818,21.791,94.239,562.5,2.8814,2.6722870000000003
19500819,20.668,95.798,385.29,1.9737,2.6722870000000003
19500820,19.586,97.903,179.42,0.91909,2.4756
19500821,20.051,96.341,214.14,1.0969,2.1772
19500822,21.252,93.959,342.59,1.7549,1.8882
19500823,22.475,92.619,716.67,3.6711,1.9616
19500824,21.245,96.312,537.5,2.7534,1.7164
19500825,21.053,95.746,516.67,2.6466,2.0987
19500826,21.228,93.901,383.69,1.9655,1.6404
19500827,20.211,92.962,378.0,1.9363,1.5645
19500828,20.782,92.458,620.83,3.1802,2.1857
19500829,20.085,95.221,224.5,1.15,2.4599
19500830,22.741,90.14,787.5,4.034,2.4344
19500831,22.932,90.808,800.0,4.098,2.2874
19500901,22.485,91.569,716.67,3.6711,2.4548
19500902,22.658,91.514,750.0,3.8419,2.3548
19500903,22.042,94.113,595.83,3.0522,2.144
19500904,21.845,93.476,595.83,3.0522,2.6722870000000003
19500905,22.091,92.969,683.33,3.5004,2.1697
19500906,21.871,94.008,570.83,2.9241,1.5989
19500907,22.416,93.762,629.17,3.2229,1.8501
19500908,22.314,94.368,608.33,3.1162,1.9831
19500909,21.875,95.176,633.33,3.2443,2.0746
19500910,22.283,94.576,575.0,2.9455,1.927
19500911,22.357,94.204,637.5,3.2656,2.2711
19500912,22.651,93.252,670.83,3.4364,2.2676
19500913,22.377,93.946,637.5,3.2656,2.3075
19500914,23.124,92.831,662.5,3.3937,1.9824
19500915,21.649,96.313,475.0,2.4332,2.0427
19500916,22.424,94.822,637.5,3.2656,2.2482
19500917,21.657,95.606,500.0,2.5613,1.9225
19500918,21.589,95.991,554.17,2.8387,2.2628
19500919,22.423,94.766,654.17,3.351,2.1957
19500920,21.208,97.035,504.17,2.5826,2.2885
19500921,21.873,95.936,554.17,2.8387,1.8041
19500922,22.68,95.111,637.5,3.2656,2.0973
19500923,22.368,95.605,575.0,2.9455,1.8772
19500924,23.087,94.262,725.0,3.7138,1.8385
19500925,21.412,96.291,399.52,2.0466,1.9803
19500926,22.0,94.923,650.0,3.3296,1.7534
19500927,23.063,92.542,766.67,3.9273,1.3281
19500928,22.588,94.517,670.83,3.4364,1.9688
19500929,22.477,94.015,687.5,3.5217,2.2
19500930,22.462,94.583,704.17,3.6071,2.1142
19501001,22.985,94.327,720.83,3.6925,1.8922
19501002,23.023,94.018,716.67,3.6711,2.2847
19501003,22.136,95.113,575.0,2.9455,2.0611
19501004,22.567,94.722,716.67,3.6711,2.0438
19501005,22.471,94.583,662.5,3.3937,2.0563
19501006,22.887,94.625,683.33,3.5004,1.8355
19501007,22.302,95.063,629.17,3.2229,2.0097
19501008,22.784,94.772,675.0,3.4577,1.8458
19501009,22.852,94.503,670.83,3.4364,1.4109
